session,candidate_name,matched_text,similarity,context,cue_start
salon-056,Tommy Mintz,two into,0.63, couched in the time of when I first started like a year or two into the series of portrait of women and. This is work that I wa,2225.4
salon-057,Patrick Lichty,Patrick,0.67,s definitely going through some stuff at that time I'm sure Patrick can attest to that he was he was right right there with me ,1077.42
salon-057,Patrick Lichty,Patrick,0.67,meaning up as well as.  So so thank you for sharing I think Patrick has his hand up do you Patrick on purpose.  I said I mean w,1515.18
salon-057,Patrick Lichty,Patrick,0.67,we're running out of time so thank you yeah no problem. Oh. Patrick can you can you wait I think Carla wanted to present someth,2161.14
salon-057,Richard E,Richards,0.82,ay and that was really.  Crazy and then also was it Michael Richards who was in the.  Residency he didn't get out.  He just did ,3590.16
salon-059,Chanee Choi,can hold,0.63,em because we need to be able to know what's going on so we can hold them accountable and I think that we should be vocal and bu,705.06
salon-059,Patrick Lichty,Patrick,0.67,ealing with the Leon 5B you know database I understand that Patrick and that's still very theoretical but it still doesn't it s,1350.06
salon-059,Patrick Lichty,Patrick,0.67,it now more to kind of polish beautiful images you know and Patrick and I both started and Anne and a bunch of people started w,2865.42
salon-059,ScoJo,solo,0.67,ve had an avatar that I've been working with we've done two solo shows together we've done multiple she has her own Zoom acc,2865.42
salon-059,Chanee Choi,can copy,0.63, a lot of struggles and worried about the point how much AI can copy their work so I I couldn't just avoid their idea because th,4434.24
salon-060,Michael Strevens,Michael Reese,0.83, it's not in at all no it's actually a bigger shot with the Michael Reese am I saying the same correctly you know the sculptural righ,1740.29
salon-060,Giovanna Sun,Giovanna,0.8,ll a couple people together and do a physical show you know Giovanna did that with the Brooklyn show and that happened really qu,1740.29
salon-060,Gregory Little,Greg Little,0.88,on VR I know Patrick is is fairly involved with VR stuff to Greg Little but I think it would be really interesting to organize like,1740.29
salon-061,Michael Farmer,Michael Warner,0.86,artist up is. Michael.  That's me yeah Michael or the other Michael Warner.,416.04
salon-061,Michael Warner,Michael,0.67,ute myself thank you and if you've had anyone that's shared Michael if you could if you're able to lower your hand also that wo,1274.45
salon-061,Tommy Mintz,to paint,0.63,k you here I took it in to another area where I was allowed to paint an eye colorama and bring those shapes in and he is just mo,2761.26
salon-062,Richard E,Richard,0.88, a lot of them just everyone know the Instagram pieces that Richard did so originally started out in Time Magazine ripping out ,135.84
salon-062,Richard E,Richard,0.88,d the rasta paintings and this artist Patrick carryou. Sued Richard he won the first round he lost the second round but I've be,2235.24
salon-062,Richard E,Richard,0.88,on of transformation the other transformation argument that Richard was making was you're taking a digital image from a telepho,3950.1
salon-063,Marlow Shami,mayor Shapiro,0.64, important essay and this is what I wanted to talk about by mayor Shapiro in the effort to apply semiotics and the idea of of signs a,511.98
salon-063,Susan Huang,Susan shutan,0.87,o you're around is really important another friend of mine. Susan shutan makes shaped they're not the one on the right it's not actu,511.98
salon-063,Michael Rees,Michael refined,0.81, that pervade the natural world he came up with over 80 and Michael refined that list to 53.. A lot of these senses are things that we ,1023.78
salon-063,Carla Gannis,Carla ganis's,0.88, will be and to obtain all the information you simply go to Carla ganis's. Instagram page and she came to a couple of our meetings sh,4107.0
salon-064,Chalda Maloff,Chalda,0.63,le layer idea so thank you. Yeah. Thank you. Awesome. Okay. Chalda is next.,686.93
salon-064,Tommy Mintz,to paint,0.63,cape but. He never painted that exact landscape never tried to paint it the exact way he saw it he always interpreted it in a ve,2836.74
salon-065,Tommy Mintz,to mind,0.67,ll right but I will share.  I think about war and it brings to mind my participation in the early 70s and the protests against ,2707.02
salon-066,Giovanna Sun,Giovanna,0.8,ago I kind of came into nfts and that's how I met Colin and Giovanna and a few people on this you know on on this zoom and what ,1238.09
salon-066,Sherry Karver,Sherry,0.63,You. All right Sherry hi everybody I wasn't even planning and sharing but in hear,2409.06
salon-066,Anne Spalter,And spalter,0.87,sold entire collections. Yes I want to say what's her name. And spalter yes and Jesus Christ and is making probably several killing,4733.16
salon-069,Chalda Maloff,called Major,0.64,pulated it in procreate. This other one has a spatial theme called Major Tom to Ground Control this is a photograph of a shingle on ,1708.01
salon-069,Patrick Lichty,Patrick,0.67, want to share. If you want to raise your hand oh good pets Patrick is here as well and just wants to show you okay so Lee you',2759.78
salon-069,Tommy Mintz,to mind,0.67,indeed hidden but let me do something that would bring this to mind historically in a way that's meaningful from a photographic,4716.0
salon-071,Anne Spalter,and spaulter,0.83,ordon Patrick lichty DJ Spooky Steve Miller Joseph mcvittal and spaulter and Sasha Stiles. And if anyone else in here has any books ,4187.46
salon-072,Ann Shapiro,an air,0.71,isasters but environmental catastrophes as well such as see an air pollution.  Deforestation. Desert. Desertification. And. Wa,157.43
salon-072,Stephen Pare,screen share,0.67,age please yes I'm gonna lower my hand hi I'm going to do a screen share.  Are you seeing my yeah okay. So I'm. Okay.  Here we go I',3187.14
salon-072,Stephen Paré,Stephen Pare,0.92,on't have to share it all you could just join. So. Stephen. Stephen Pare is that right am I yeah it's paray thank you all right I ap,3981.84
salon-072,Stephen Paré,Stephen Pare,0.92,ick I. So you just let us know where you're zooming in from Stephen Pare if you don't mind not at all I'm in Houston Texas. Under a ,5035.14
salon-073,Lee Schnaiberg,Lee schneiberg's,0.87,e a minute left. Also. Today we're going to experiment with Lee schneiberg's suggestion that at the end of each presentation you can unm,34.38
salon-073,Tommy Mintz,two minutes,0.64, maybe somebody else can go first and then I'll be ready in two minutes. All right is there anyone else who wants to share.,1590.84
salon-073,Michael Pointer,Michael one,0.85,s a Thursday at 12 noon Eastern Time.  Thank you Renata and Michael one other thing I wanted to mention is. Art on the internet AOL,2889.23
salon-074,Anton MCHX,Anton,0.67,st I'd like to introduce myself a little bit I'm my name is Anton I'm a digital artist I was born in Kazakhstan. I was living,417.49
salon-074,Giovanna Sun,Giovanna son,0.92,24 show in the summer that I'm working with. Sudden gently. Giovanna son. Co-curating already wow wow. I like the idea like that one,417.49
salon-074,M.Romeo - Night Shining,Mike Romeo Knight shining,0.83, work that I'm planning on asking to be on the show this is Mike Romeo Knight shining eat a sculpture I'd like to have some physical pieces I kno,2303.39
salon-074,Seungjin Lee,sanjin Lee,0.82,y nice walls. Really so I'm working with sung Jin here I am sanjin Lee who runs the digiana studio. Oh here's an elevated view. In,2303.39
salon-074,Anton MCHX,Anton,0.67,st want to say it was great to see both Moritz from Germany Anton from Russia and some Canadian artists as well Deanne. Jan f,4941.72
salon-075,Patrick Lichty,Patrick licky,0.89,erview with Helen Harrison of the pollic house recently and Patrick licky sort of came up with this idea of TCH expressionism being c,1198.04
salon-075,Beth Giacummo,Beth gumo,0.82,e put out for her on Instagram and Facebook as well is that Beth gumo that's still the point person there so she's a really good ,1198.04
salon-076,David Mew,did me,0.8,Hey.  So Apple did me a big favor when they put out iOS. 17. I've been in the hab,1576.32
salon-076,Patrick Lichty,Patrick liy,0.88,fairly recent because of the depth I remember some time ago Patrick liy was doing an awful lot of these and he said he was doing th,1858.32
salon-086,Andy Thomas,and tomao,0.8,e finally.  My sculpture that was in the show this is tomao and tomao is an inflatable sculpture and I'm interested in working I',1365.83
salon-086,Mary Ann Strandell,Mary and strand,0.85,lor as a formative you know generative. Object if you will. Mary and strand. D's. Lenticular image which I'm not sure if you're going t,1771.36
salon-086,Moritz Albrecht,Moritz alre,0.85,ancine levenson is underneath Roy Nicholson there and above Moritz alre work here. Right once again we have the texture think about,1771.36
